id,state,lga,facility_name,corrected_facility_name,validated_state
936,Delta,UGHELLI SOUTH,Health Post Obi-Ayagha,Obi Ayagha Health Post,Delta
937,Delta,UGHELLI SOUTH,PHC Iyara,,
938,Delta,UGHELLI SOUTH,General Hospital Otujeremi,Otu Jeremi General Hospital,Delta
939,Delta,UGHELLI SOUTH,"PHC Centre, Otorere-Olomu",Otorere-Olomu Primary Health Centre,Delta
940,Delta,UGHELLI SOUTH,PHC Oviri-Olomu,,
941,Delta,UGHELLI SOUTH,Onoyovwere Medical Centre,Novena Medical Centre,Delta
942,Delta,UGHELLI SOUTH,Akenoma Medical Complex,,
943,Delta,UGHELLI SOUTH,"PHC Centre, Ovwodokpokpor",Ovwodokpokpo Primary Health Centre,Delta
944,Delta,UGHELLI SOUTH,"PHC Centre, Umolo",,
945,Delta,UGHELLI SOUTH,"PHC Centre, Okpare",,
946,Delta,UGHELLI SOUTH,"PHC Centre, Egbaregolor",Gbaregolor Primary Health Centre,Delta
947,Delta,UGHELLI SOUTH,PHC Ofrukama,,
948,Delta,UGHELLI SOUTH,"PHC Centre, Olota",,
949,Delta,UGHELLI SOUTH,St Mary's Clinic Usiefurun,,
950,Delta,UGHELLI SOUTH,Ekrokpe PHC,,
951,Delta,UGHELLI SOUTH,PHC Ughevwughe,,
952,Delta,UGHELLI SOUTH,"PHC Centre, Usiefrun",,
953,Delta,UGHELLI SOUTH,PHC Egbo-Uhurie,,
954,Delta,UGHELLI SOUTH,PHC Efurun-Otor,,
955,Delta,UGHELLI SOUTH,PHC Otokutu,,
956,Delta,UGHELLI SOUTH,PHC Egbo-Ideh,,
957,Delta,UGHELLI SOUTH,Flowas Clinic Iwhrekan,,
958,Delta,UGHELLI SOUTH,Galeo Clinic Ewu-Urhobo,,
959,Delta,UGHELLI SOUTH,"PHC Centre, Okparabe",,
960,Delta,UGHELLI SOUTH,"PHC Centre, Arhavwarhen",,
961,Delta,UGHELLI SOUTH,"PHC Centre, Orere",,
962,Delta,UGHELLI SOUTH,PHC Esaba,,
963,Delta,UGHELLI SOUTH,"PHC Centre, Ewu",,
964,Delta,UGHELLI SOUTH,St Pius Catholic Hospital Ewu,St Mary's Catholic Hospital,Delta
965,Delta,UKWUANI,General Hospital Obiaruku,Obiaruku General Hospital,Delta
966,Delta,UKWUANI,"Trinity Hospital, Obiaruku",Trinity Hospital,Delta
967,Delta,UKWUANI,"St. Philomina Nursing & Maternity Home, Obiaruku",Robaj Nursing & Maternity Home,Delta
968,Delta,UKWUANI,Rolly Clinic,Royal Clinic,Delta
969,Delta,UKWUANI,"PHC Centre, Umuebu",,
970,Delta,UKWUANI,Kem Nursing and Maternity Home,Kem Nursing And Maternity Home,Delta
971,Delta,UKWUANI,PHC Eziokpor,,
972,Delta,UKWUANI,PHC Okuzu,,
973,Delta,UKWUANI,PHC Umukwata,,
974,Delta,UKWUANI,Urban PHC Obiaruku,,
975,Delta,UKWUANI,"PHC Centre, Owa-Abi",,
976,Delta,UKWUANI,Tonia Clinic,Wima Clinic,Delta
977,Delta,UKWUANI,"Catholic Hospital, Obiaruku",Catholic Hospital,Delta
978,Delta,UKWUANI,"Dominion Clinic, Obiaruku",,
979,Delta,UKWUANI,"PHC Centre, Ebedei-Uno",,
980,Delta,UKWUANI,"PHC Centre, Akoku-Uno",,
981,Delta,UKWUANI,"PHC Centre, Ezionum",,
982,Delta,UKWUANI,PHC Centre Amai,,
983,Delta,UKWUANI,PHC Centre Obeti,,
984,Delta,UKWUANI,PHC Adonishaka,,
985,Delta,UKWUANI,PHC Umuaja,,
986,Delta,UKWUANI,"PHC, Centre, Umutu",,
987,Delta,UKWUANI,"Government Hospital, Umutu",Government Hospital Umunede,Delta
988,Delta,UKWUANI,PHC Centre Obi-Iloh,,
989,Delta,UVWIE,"Navy Hospital, Effurun","Nigerian Navy Hospital, Effurun",Delta
990,Delta,UVWIE,"General Hospital, Ekpan",Ekpan General Hospital,Delta
991,Delta,UVWIE,PHC Centre Alaka,,
992,Delta,UVWIE,Winners Clinic Airport Road Effurun,,
993,Delta,UVWIE,PHC Centre Enerhen 2,Enerhen 2 Primary Health Centre,Delta
994,Delta,UVWIE,"West End Hospital, Effurun",,
995,Delta,UVWIE,"Group Christian Medical Centre, Effurun",,
996,Delta,UVWIE,"PHC Centre, Ugboroke",,
997,Delta,UVWIE,"PHC Centre, Ugbromo",,
998,Delta,UVWIE,"PHC Centre, Urhumarho",Urhumarho Primary Health Centre,Delta
999,Delta,UVWIE,"PHC Centre, Ugborikoko",Ugborikoko Primary Health Centre,Delta
1000,Delta,UVWIE,"PHC Centre, Ebrumede",,
1001,Delta,UVWIE,Capeland Clinic,Capeland Clinic,Delta
1002,Delta,UVWIE,PTI Clinic,Police Clinic,Delta
1003,Delta,UVWIE,Pinnacle Clinic,Police Clinic,Delta
1004,Delta,UVWIE,Pearl Clinic,Pearl Clinic,Delta
1005,Delta,UVWIE,Faith Maternity,Faith Clinic And Maternity,Delta
1006,Delta,UVWIE,Angel Bay Clinic,Calvary Clinic,Delta
1007,Delta,UVWIE,NNPC Hospital,Nuel Hospital,Delta
1008,Delta,UVWIE,"3-H Clinic, Effurun",,
1009,Delta,UVWIE,"PHC Centre, Ekpan 1",,
1010,Delta,UVWIE,Humanity Hospital Effurun,"Nigerian Navy Hospital, Effurun",Delta
1011,Delta,UVWIE,PHC Centre Ekpan 11 (Nigercat),Ekpan 1 Primary Health Centre,Delta
1012,Delta,UVWIE,PHC Ugbolokposo,,
1013,Delta,UVWIE,"PHC Centre, Enerhen 1, Effurun",,
1014,Delta,UVWIE,"Bendel Clinic, Enerhen, Effurun",,
1015,Delta,UVWIE,"Winrose Clinic Enerhen, Effurun",,
1016,Delta,UVWIE,"Good News hospital, Ekpan",Ekpan General Hospital,Delta
1017,Delta,UVWIE,"Abiyuwa Clinic, Effurun",,
1018,Delta,UVWIE,"The Ark Clinic, Effurun",,
1019,Delta,UVWIE,"PHC Centre, Erovie, Uvwie",,
1020,Delta,UVWIE,"Winlove Clinic, Effurun",,
1021,Delta,UVWIE,"Capitol Hill Hospital, Ugboroke",Capitol Hill Clinic/Hospital,Delta
1022,Delta,UVWIE,Dayspring Clinic,Day Spring Clinic,Delta
1023,Delta,UVWIE,Cleve Hill Hospital,,
1024,Delta,UVWIE,Sunrise Clinic,Sunrise Clinic,Delta
1025,Delta,UVWIE,Concord Nursing/Maternity Home,Ego Maternity  & Nursing Home,Delta
1026,Delta,UVWIE,BU Clinic,Ajulu Clinic,Delta
1027,Delta,UVWIE,PHC Arhuakpor,,
1028,Delta,UVWIE,PHC Centre Ohorhe,,
1029,Delta,UVWIE,"Military Hospital (Regimental), Effurun","Nigerian Navy Hospital, Effurun",Delta
1030,Delta,UVWIE,Blue Bell Hospital,,
1031,Delta,UVWIE,Rulaw Chemist,,
1032,Delta,UVWIE,Gem Medical Laboratory,Fidmed Medical Laboratory,Delta
1033,Delta,UVWIE,Libroco Chemist,,
1034,Delta,UVWIE,Community Chemist,,
1035,Delta,UVWIE,Tina Chemist,,
1036,Delta,UVWIE,Ifytex Medicine Store,,
1037,Delta,UVWIE,Jah Ropheka Hospital,Regal Hospital,Delta
1038,Delta,UVWIE,Ifeanyi Medicine Store,,
1039,Delta,UVWIE,Vic-Nel Medicals,,
1040,Delta,UVWIE,Vera Medic Store,,
1041,Delta,UVWIE,Loveth Chemist,,
1042,Delta,UVWIE,Ngoo williams Health Plus,,
1043,Delta,UVWIE,Saweo Chemist,,
1044,Delta,UVWIE,3-H Hospital,DSC Hospital,Delta
1045,Delta,UVWIE,Egenu Martha Store,,
1046,Delta,UVWIE,Mould Medical Store,,
1047,Delta,UVWIE,Victoria Medicals,,
1048,Delta,UVWIE,IK Medicine Store,,
1049,Delta,UVWIE,Rubby Chemist,,
1050,Delta,UVWIE,Frank Chemist,,
1051,Delta,UVWIE,Regal Hospital,Regal Hospital,Delta
1052,Delta,UVWIE,Mudanga Faith Medicals,Mudiaga Faith Medical Centre.,Delta
1053,Delta,UVWIE,Adebayo Chemist Store,,
1054,Delta,UVWIE,Noces Chemist,,
1055,Delta,UVWIE,Best Man Pharmacy,,
1056,Delta,UVWIE,Ever Well Medicals,,
1057,Delta,UVWIE,Ada Chemist,,
1058,Delta,UVWIE,Rhartez Hospital,Radiant Hospital,Delta
1059,Delta,UVWIE,Octe Chemist,,
1060,Delta,UVWIE,Rob Chemist,,
1061,Delta,UVWIE,Kathy's Medicine Shop,,
1062,Delta,UVWIE,Rock Well Medicals,,
1063,Delta,UVWIE,Kudas Shop,,
1064,Delta,UVWIE,Udah Medicine Shop,,
1065,Delta,WARRI NORTH,General Hospital Koko,Koko General Hospital,Delta
1066,Delta,WARRI NORTH,PHC Centre Koko,,
1067,Delta,WARRI NORTH,"PHC Centre, Beach Koko",,
1068,Delta,WARRI NORTH,PHC Centre Opuama,,
1069,Delta,WARRI NORTH,PHC Centre Oghaye,,
1070,Delta,WARRI NORTH,PHC Centre Ajagbodudu,,
1071,Delta,WARRI NORTH,PHC Centre Abigborodo,,
1072,Delta,WARRI SOUTH,Central Hospital Warri,Warri Central Hospital,Delta
1073,Delta,WARRI SOUTH,Urban phc Warri,,
1074,Delta,WARRI SOUTH,Nigerian Prisons Warri,,
1075,Delta,WARRI SOUTH,PHC Pessu,,
1076,Delta,WARRI SOUTH,"Lilly Hospital, Warri",Lily Hospital Limited,Delta
1077,Delta,WARRI SOUTH,"St. Andrews Hospital, Warri",St. Andrew Hospital,Delta
1078,Delta,WARRI SOUTH,"PHC Centre, Eboh, Warri",,
1079,Delta,WARRI SOUTH,"PHC Centre, Edjeba",,
1080,Delta,WARRI SOUTH,"PHC Centre, Okpokiti",,
1081,Delta,WARRI SOUTH,Fairview Clinic,King's View Clinic,Delta
1082,Delta,WARRI SOUTH,Healing Streams Clinic,,
1083,Delta,WARRI SOUTH,"PHC Centre, Orugbo",,
1084,Delta,WARRI SOUTH,"Ebonny Clinic, Warri",Ebonny Clinic/Maternity,Delta
1085,Delta,WARRI SOUTH,"Vertimon Medical Centre, Macdemott Road Warri",,
1086,Delta,WARRI SOUTH,"Salem City Clinic, Warri",,
1087,Delta,WARRI SOUTH,"Sage Clinic, Warri",Sage Clinic,Delta
1088,Delta,WARRI SOUTH,"Bryant Clinic, Warri",Bryant Clinic/Hospital,Delta
1089,Delta,WARRI SOUTH,Island Clinic Warri,Midland Clinic,Delta
1090,Delta,WARRI SOUTH,Maverilla Clinic,Merveille Clinic,Delta
1091,Delta,WARRI SOUTH,PHC Iffie,,
1092,Delta,WARRI SOUTH,PHC Omadino,,
1093,Delta,WARRI SOUTH,Ame Specialist Hospital,ASABA SPECIALIST HOSPITAL,Delta
1094,Delta,WARRI SOUTH,Chevron Clinic,Choice Clinic,Delta
1095,Delta,WARRI SOUTH,"Victory Clinic Ginuwa Rd, Warri",,
1096,Delta,WARRI SOUTH,Vicah Clinic,Wima Clinic,Delta
1097,Delta,WARRI SOUTH,"PHC Centre, Igbudu",,
1098,Delta,WARRI SOUTH,Police Clinic Warri,Police Clinic,Delta
1099,Delta,WARRI SOUTH,Limelight Clinic,Eloho Clinic,Delta
1100,Delta,WARRI SOUTH,Assumption Catholic Hospital Warri,Assumption Catholic Hospital,Delta
1101,Delta,WARRI SOUTH,Kings Clinic,King's View Clinic,Delta
1102,Delta,WARRI SOUTH,Gallway Skane Hospital,Galway Skane Hospital,Delta
1103,Delta,WARRI SOUTH,St. Georges Hospital,St. Andrew Hospital,Delta
1104,Delta,WARRI SOUTH,Blessing Medicine Shop,,
1105,Delta,WARRI SOUTH,Renegan Medicals,,
1106,Delta,WARRI SOUTH,Karo Chemist Shop,,
1107,Delta,WARRI SOUTH,Lizzy Chemist Store,,
1108,Delta,WARRI SOUTH,Gabtex Chemist,,
1109,Delta,WARRI SOUTH,Ann Chemist,,
1110,Delta,WARRI SOUTH,First Rank Hospital,First Rank Hospital LTD,Delta
1111,Delta,WARRI SOUTH,Comtext Store,,
1112,Delta,WARRI SOUTH,Jovita Store,,
1113,Delta,WARRI SOUTH,God's Favour Chemist,,
1114,Delta,WARRI SOUTH,Ejakpovi Chemist,,
1115,Delta,WARRI SOUTH,Akachukwu Chemist Shop,,
1116,Delta,WARRI SOUTH,Solution Chemist,,
1117,Delta,WARRI SOUTH,Shephard Specialist Hospital,Nirvana Specialist Hospital,Delta
1118,Delta,WARRI SOUTH,Faith Pharmacy,,
1119,Delta,WARRI SOUTH,Oke Chemist,,
1120,Delta,WARRI SOUTH,Tina Chemist,,
1121,Delta,WARRI SOUTH,Atis Chemist,,
1122,Delta,WARRI SOUTH,Yemi Chemist,,
1123,Delta,WARRI SOUTH,Vivian Chemist,,
1124,Delta,WARRI SOUTH,Meshcope Hospital & Fertility Center,Shepherd Hospital And Fertility Centre,Delta
1125,Delta,WARRI SOUTH,Priscy Chemist,,
1126,Delta,WARRI SOUTH,Vintage Chemist,,
1127,Delta,WARRI SOUTH,Nonye Chemist,,
1128,Delta,WARRI SOUTH,Suvie Chemist,,
1129,Delta,WARRI SOUTH,Efeens Chemist,,
1130,Delta,WARRI SOUTH,EK Chemist,,
1131,Delta,WARRI SOUTH,Mascap Hospital,Mascap Hospital,Delta
1132,Delta,WARRI SOUTH,Praise Medicine Store,,
1133,Delta,WARRI SOUTH,Akabros Chemist,,
1134,Delta,WARRI SOUTH,Faith Chemist,,
1135,Delta,WARRI SOUTH,Somadina Chemist,,
1136,Delta,WARRI SOUTH,Sandra Chemist,,
1137,Delta,WARRI SOUTH,PHC Centre Ubeji,,
1138,Delta,WARRI SOUTH,"PHC Centre, Ogunu",,
1139,Delta,WARRI SOUTH,PHC Ode-Itsekiri,,
1140,Delta,WARRI SOUTH,PHC Ajamimogha,,
1141,Delta,WARRI SOUTH,"PHC Centre, Ugbouwangwe",,
1142,Delta,WARRI SOUTH,"Ekurede-Urhobo PHC Centre, Warri",,
1143,Delta,WARRI SOUTH WEST,"PHC Centre, Ogbe-Ijoh",Ogbe-Ijoh Primary Health Centre,Delta
1144,Delta,WARRI SOUTH WEST,Chevron Clinic Madagho,,
1145,Delta,WARRI SOUTH WEST,"PHC Centre, Deghele",,
1146,Delta,WARRI SOUTH WEST,"PHC Centre, Isaba",,
1147,Delta,WARRI SOUTH WEST,"PHC Centre, Oporoza",,
1148,Delta,WARRI SOUTH WEST,"PHC Centre, Ogidigben",Ogidigben Primary Health Centre,Delta
1149,Delta,WARRI SOUTH WEST,"PHC Centre, Ugborodo",,
1150,Delta,WARRI SOUTH WEST,Maritime University Health Centre Okerenkoko,Okerenkoko Primary Health Centre,Delta
1151,Delta,WARRI SOUTH WEST,"PHC Centre, Okerenkoko",Okerenkoko Primary Health Centre,Delta
1152,Delta,WARRI SOUTH WEST,"PHC Centre, Bateren",,
1153,Delta,WARRI SOUTH WEST,"PHC centre, Madagho",,
1154,Delta,WARRI SOUTH WEST,"PHC Centre, Akpakpa",,
1155,Delta,WARRI SOUTH WEST,"PHC Centre, Agorgboro",,
1156,Delta,WARRI SOUTH WEST,PHC Azama,,
1157,Delta,WARRI SOUTH WEST,PHC Ajudaibo,,
1158,Delta,WARRI SOUTH WEST,PHC Benekrukru,,
1159,Delta,Ika North East,Anioma Hospital,Anioma Hospital,Delta
1160,Delta,Ika North East,Concept Clinic,Concept Clinic,Delta
1161,Delta,Ika South,Alice Smooth Memorial Clinic,Oweh   Memorial Clinic,Delta
1162,Delta,Ika South,Goodwill Clinic,God'S Will Clinic,Delta
1163,Delta,Ika South,Living Spring Specialist Clinic,Day Spring Specialist Clinic,Delta
1164,Delta,Ika South East,"God's Grace Nursing home, Boji Boji",,
1165,Delta,Ika South,Gods Grace,,
1166,Delta,Ika North East,St. Elizabeth Catholic Maternity,St. Elizabeth Clinic And Maternity,Delta
1167,Delta,Ika North East,Catholic Maternity Hospital Boji Boji Owa,St Josephs Catholic Hospital and Maternity,Delta
1168,Delta,Isoko North,Best -link Hospital,First Rank Hospital LTD,Delta
1169,Delta,Isoko North,Victory Clinic,Victory Clinic,Delta
1170,Delta,Isoko North,His Glory Medical Centre,Up-Christ Medical Centre,Delta
1171,Delta,Ndokwa East,Nuel hospital,Nuel Hospital,Delta
1172,Delta,Ndokwa East,St Jude maternity home,St Jude Maternity Home,Delta
1173,Delta,Ndokwa West,Donak hospital,Donak Hospital Kwale,Delta
1174,Delta,Ndokwa West,Brema hospital,Brema Hospital,Delta
1175,Delta,Ndokwa West,Gabson Family hospital,Gabson Family Hospital Kwale,Delta
1176,Delta,Ndokwa West,St Michael,,
1177,Delta,Isoko North,St. Mary's Catholic Hospital Ozoro,St Mary's Catholic Hospital,Delta
1178,Delta,Ndokwa West,Catholic Hospital Abbi,Catholic Hospital,Delta
1179,Delta,Sapele,New Life Clinic,New Era Clinic,Delta
1180,Delta,Sapele,Obule Medical Centre,Obule  Medical Center,Delta
1181,Delta,Sapele,Deola Clinic,Rideno Clinic,Delta
1182,Delta,Sapele,Divine Care Clinic and Maternity,Divine Care Clinic and Maternity,Delta
1183,Delta,Sapele,"James Clinic, Amukpe Sapele",,
1184,Delta,Sapele,"Okparavero Hopital, Sapele",,
1185,Delta,Sapele,Get Well Hospital Sapele,Sapele Central Hospital,Delta
1186,Delta,Sapele,Treasurehold Clinic,Pearl Clinic,Delta
1187,Delta,Sapele,Great Major Clinic and Maternity,Elo  Favour  Clinic And Maternity,Delta
1188,Delta,Sapele,City Clinic and Maternity,Ayo Clinic And Maternity,Delta
1189,Delta,Sapele,Lana Clinic,Midland Clinic,Delta
1190,Delta,Sapele,St. Elizabeth Catholic Hospital Sapele,St. Elizabeth  Catholic Hospital,Delta
1191,Delta,Isoko South,Oweh Memorial Clinic,Oweh   Memorial Clinic,Delta
1192,Delta,Isoko South,Kings view specialist hospital,Nirvana Specialist Hospital,Delta
1193,Delta,Ughelli North,St Nicholas Clinic and Maternity,St Philomena Clinic And Maternity,Delta
1194,Delta,Ughelli North,Celian Clinic,Celian Clinic,Delta
1195,Delta,Ughelli North,Divine Mission medical center,,
1196,Delta,Ughelli North,Elohor Clinic Agbarho,Agbaroh Premier Clinic,Delta
1197,Delta,Ughelli South,Aghogho Nursing Centre And Maternity,All Grace Nursing And Maternity Home,Delta
1198,Delta,Ughelli South,Flowas Clinic,Kowa Clinic,Delta
1199,Delta,Ughelli South,Galeo,,
1200,Delta,Patani,"Raco Nursing Home, Odorubu",,
1201,Delta,Patani,"Home of Peace, Clinic. Uduophori",,
1202,Delta,Ughelli North,Vikoga Clinic,Kowa Clinic,Delta
1203,Delta,Ughelli North,Fredi Care,,
1204,Delta,Ughelli North,Calvary Clinic,Calvary Clinic,Delta
1205,Delta,Udu,Get Divine Mercy Clinic,Divine Victory Excel Clinic,Delta
1206,Delta,Udu,Royal clinic,Royal Clinic,Delta
1207,Delta,Udu,Heartland Medical Center,Heartland Medical Center,Delta
1208,Delta,Udu,"Lonia Clinic, Udu",,
1209,Delta,Warri South,Lily Clinic,Kibol Clinic,Delta
1210,Delta,Udu,Caleb,,
1211,Delta,Udu,Dsc Clinic,Icon Clinic,Delta
1212,Delta,Warri South,Victory Clinic,Victory Clinic,Delta
1213,Delta,Warri South,Ebony Clinic,Icon Clinic,Delta
1214,Delta,Warri South,Sage Clinic,Sage Clinic,Delta
1215,Delta,Warri South,Kings Clinic,King's View Clinic,Delta
1216,Delta,Warri South,Island Clinic,Midland Clinic,Delta
1217,Delta,Warri South,Limelight Clinic/hospital,B.U Clinic & Hospital Limited,Delta
1218,Delta,Warri South,Galiway Skane hospital,Galway Skane Hospital,Delta
1219,Delta,Warri South,Vicah Clinic/hospital,Lonia Clinic/Hospital,Delta
1220,Delta,Warri South,Vertimon Clinic/hospital,Twins Clinic/Hospital,Delta
1221,Delta,Warri South,Bryant Hospital,Brema Hospital,Delta
1222,Delta,Warri South,Victory Clinic,Victory Clinic,Delta
1223,Delta,Warri South,Ebony Clinic,Icon Clinic,Delta
1224,Delta,Warri South,Sage Clinic,Sage Clinic,Delta
1225,Delta,Warri South,Kings Clinic,King's View Clinic,Delta
1226,Delta,Warri South,Island Clinic,Midland Clinic,Delta
1227,Delta,Warri South,Limelight Clinic/hospital,B.U Clinic & Hospital Limited,Delta
1228,Delta,Warri South,Galiway Skane hospital,Galway Skane Hospital,Delta
1229,Delta,Warri South,Vicah Clinic/hospital,Lonia Clinic/Hospital,Delta
1230,Delta,Warri South,Vertimon Clinic/hospital,Twins Clinic/Hospital,Delta
1231,Delta,Warri South,Bryant Hospital,Brema Hospital,Delta
1232,Delta,Warri South,St. Andrew's Hospital warri,St. Andrew Hospital,Delta
1233,Delta,Warri South,Assumption Catholic Hospital warri,Assumption Catholic Hospital,Delta
1234,Delta,Warri South,Salem Clinic and Maternity Warri,Salem Clinic And Maternity,Delta
1235,Delta,Aniocha North,Ajulu Clinic,Ajulu Clinic,Delta
1236,Delta,Aniocha North,Goodnews hospital and maternity,3-H Hospital & Maternity,Delta
1237,Delta,Aniocha North,Glory To God Clinic,Glory To God Medical Clinic,Delta
1238,Delta,Aniocha South,Mother of Mercy hospital and Maternity,Mother Of Mercy Hospital,Delta
1239,Delta,Aniocha South,Banos hospital,Anioma Hospital,Delta
1240,Delta,Aniocha South,St. Theresa's Hospital Isele-Uku,,
1241,Delta,Oshimili North,The Ark Medical Center,ARK MEDICAL CENTRE,Delta
1242,Delta,Oshimili North,Group Christain Medical Centre,Up-Christ Medical Centre,Delta
1243,Delta,Oshimili North,Holy Cross Clinic,Holy Cross Clinic And Maternity,Delta
1244,Delta,Oshimili South,El-Comfort,,
1245,Delta,Oshimili South,St Rebecca hospital,Regal Hospital,Delta
1246,Delta,Oshimili South,St Lukes hospital,St Luke'S Hospital,Delta
1247,Delta,Oshimili South,Maduemezie Hospital,,
1248,Delta,Oshimili South,Good Samaritan Hospital,,
1249,Delta,Oshimili South,Temple Clinic Asaba,Temple Clinic,Delta
1250,Delta,Oshimili South,"Afolabi Hospital, Asaba",Ibrahim  Afolabi Hospital,Delta
1251,Delta,Oshimili South,"Kanayo Hospital, Asaba",Radah Bay Hospital,Delta
1252,Delta,Oshimili South,Comfort Consult Clinic,Comfort Consult Clinic,Delta
1253,Delta,Oshimili South,St. Joseph Hospital Asaba,ASABA SPECIALIST HOSPITAL,Delta
1254,Delta,Ukwuani,Dominion Care Medical Centre,Dominion Care Medical Centre,Delta
1255,Delta,Ukwuani,Tonia Clinic,Wima Clinic,Delta
1256,Delta,Ukwuani,Trinity Hospital,Trinity Hospital,Delta
1257,Delta,Ukwuani,ST Philomena Nursing and Maternity Home,Rhema Nursing And Maternity Home,Delta
1258,Delta,Ukwuani,Catholic hospital Obiaruku,Catholic Hospital,Delta
1259,Delta,Ukwuani,Catholic hospital Obiaruku,Catholic Hospital,Delta
1260,Delta,Uvwie,Humanity hospital,Trinity Hospital,Delta
1261,Delta,Uvwie,Westend hospital,Westend Hospital,Delta
1262,Delta,Uvwie,Dayspring Clinic,Day Spring Clinic,Delta
1263,Delta,Uvwie,Winners Clinic,Wima Clinic,Delta
1264,Delta,Uvwie,B.U Clinics & Hospital Ltd.,B.U Clinic & Hospital Limited,Delta
1265,Delta,Uvwie,"Winrose Clinic Enerhen, Effurun",,
1266,Delta,Uvwie,"Good News hospital, Ekpan",Ekpan General Hospital,Delta
1267,Delta,Uvwie,"Abiyuwa Clinic, Effurun",,
1268,Delta,Uvwie,"The Ark Clinic, Effurun",,
1269,Delta,Uvwie,"3-H Clinic, Effurun",,
1270,Delta,Uvwie,"Winlove Clinic, Effurun",,
1271,Delta,Uvwie,Capitol Hill Hospital,Capitol Hill Clinic/Hospital,Delta
1272,Delta,Uvwie,Cleve Hill Hospital,,
1273,Delta,Uvwie,"Bendel Clinic, Enerhen, Effurun",,
1274,Delta,Uvwie,Sunrise Clinic,Sunrise Clinic,Delta
1275,Delta,Uvwie,Concord Nursing and Maternity Home,Arhoano Nursing And Maternity Home,Delta
1276,Delta,Uvwie,"Group Christian Medical, Centre, Effurun",,
1277,Delta,Uvwie,Sunrise Clinic,Sunrise Clinic,Delta
1278,Delta,Uvwie,Concord Nursing and Maternity Home,Arhoano Nursing And Maternity Home,Delta
1279,Delta,Uvwie,"Group Christian Medical, Centre, Effurun",,
1280,Delta,Bomadi,Amazing Grace Clinic,Amazing Grace God Clinic,Delta
1281,Delta,Bomadi,Our Saviour hospital,Our Saviour's Hospital,Delta
1282,Delta,Bomadi,Our Lady of Waters PHC Bomadi,,
1283,Delta,Burutu,Island Clinic,Midland Clinic,Delta
1284,Delta,Burutu,New Foundation Clinic,,
1285,Delta,Ethiope East,Acumen Hospital & Maternity,3-H Hospital & Maternity,Delta
1286,Delta,Ethiope East,Divine Peace Clinic & Maternity,Divine Peace Clinic And Maternity,Delta
1287,Delta,Ethiope East,Alpars Hosp and Maternity,Alpars Hospital And Maternity,Delta
1288,Delta,Ethiope East,St. Francis Catholic Hospital,St Francis Catholic Hospital,Delta
1289,Delta,Ethiope West,Avila Clinic & Maternity,Ayo Clinic And Maternity,Delta
1290,Delta,Ethiope West,Maranatha Clinic and Maternity,Faith Clinic And Maternity,Delta
1291,Delta,Ethiope West,Health is Wealth,,
1292,Delta,Ethiope West,Our lady of Nigeria Catholic Hospital,,
1293,Delta,Okpe,Grace At Work Nursing & Maternity Home,All Grace Nursing And Maternity Home,Delta
1294,Delta,Okpe,"BMS Hospital, Osubi",,
1295,Delta,Okpe,Shammar Med. Cen Oku Otomewo,,
1296,Delta,Okpe,Jotal,,
1297,Delta,Okpe,God Reigns Clinic & Maternity Jeddo,James Clinic & Maternity Services,Delta
1298,Delta,Okpe,DAAS HospitalUghoton,,
1299,Delta,Okpe,Okporuariefe Joseph Healing Home,,
1300,State,LGA OF GENEXPERT,Testing Hub Facility,,
1301,Cross river,Akamkpa,General Hospital Akamkpa,,
1302,Cross river,Calabar South,Calabar General Hospital,,
1303,Cross river,Bekwarra/Obanliku,Obanliku General Hospital,,
1304,Cross river,Ogoja,Moniaya Tuberculosis & Leprosy Control,,
1305,Cross river,Yakurr,Ugep General Hospital,,
1306,Cross river,Bekwarra,Abuochiche Primary Health Centre,,
1307,Cross river,Boki,Okundi Comprehensive Health Centre,,
1308,Cross river,Calabar Municipal,Nigeria Naval Reference Hospital,,
1309,Cross river,Calabar South,Dr Lawrence Henshaw Memorial Specialist Hospital and Research Center,,
1310,Cross river,Ikom/Boki,Bateriko Comprehensive Health Centre,,
1311,Cross river,Ikom/Boki,Ikom Comprehensive Health Centre,,
1312,Cross river,Obanliku,Sankwala Primary Health Centre,,
1313,Cross river,Obubra,Obubra General Hospital,,
1314,Cross river,Calabar Municipal/Akamkpa,General Hospital Akamkpa,,
1315,Cross river,YAKURR,GH UGEP,,
1316,Cross river,Akamkpa,Aningeje Primary Health Centre,,
1317,Cross river,Akpabuyo,Ikot Offiong Ambai Primary Health Centre,,
1318,Cross river,Obudu,Obudu Sacred Heart Hospital,,
1319,Cross river,Yala,PHC OBA,,
1320,Cross river,Abi,Eja Memorial Hospital,,
1321,Cross river,Bakassi,Ikang Primary Health Care Centre,,
1322,Cross river,Bekwarra,Gakem Primary Health Centre,,
1323,Cross river,Biase,Akpet Central Cottage Hospital,,
1324,Cross river,Cal. Municipal,Big Qua Primary Health Centre,,
1325,Cross river,Cal.South,Ekpo Abasi Primary Health Care Center,,
1326,Cross river,Etung,Bendeghe Ekiem Comprehensive Health Centre,,
1327,Cross river,Etung,Effraya Primary Health Centre,,
1328,Cross river,Ikom,Edor Primary Health Centre,,
1329,Cross river,Obanliku,Utanga Primary Health Centre,,
1330,Cross river,Obubra,Mbembe Presbyterian Tuberculosis And Leprosy Hospital,,
1331,Cross river,Obudu,GH OBUDU,,
1332,Cross river,Odukpani,Odukpani Qua Primary Health Centre,,
