state,lga,ward,facility_uid,facility_code,facility_name,facility_level,ownership,longitude,latitude,physical_location,postal_address,hours_of_operation,hiv_capable,details
Anambra,Awka North,Ugbene ward,50477113,04/05/1/1/1/0029,Ugbene Primary Health Centre,Primary,Public,7.06897,6.39677,Assumpta Village Ugbene,,24hours,,View
Anambra,Awka North,Ugbenu ward,45221813,04/05/1/1/1/0032,Ugbenu Health Post,Primary,Public,7.04369545,6.290187836,,,7 hours,,View
Anambra,Awka North,Ugbenu ward,80912757,04/05/1/1/1/0030,Ugbenu Primary Health Centre,Primary,Public,7.101306,6.37710449,Agueke Village Ugbenu,,24hours,,View
Anambra,Awka North,Urum ward,77683667,04/10/1/1/2/0062,Uchenna Maternity,Primary,Private,7.04677,6.28356,Ifiteora Village Urum,,,,View
Anambra,Awka North,Urum ward,26063481,04/05/1/1/1/0037,Urum Health Post,Primary,Public,7.02164,6.28906,Umuife Urum Village Hall,,7 hours,,View
Anambra,Awka North,Urum ward,19582746,04/05/1/1/1/0038,Urum Primary Health Centre,Primary,Public,7.04399,6.29044,Ifiteora Village Urum,,24hours,,View
Anambra,Awka South,Amawbia I,68043643,04/06/1/2/2/0048,Celflow Specialist Hospital Amawbia,Secondary,Private,7.04448,6.20606,road leading To Amawbia Bypass,,,,View
Anambra,Awka South,Amawbia I,61599134,04/06/1/2/1/0002,Jesus Our Physician Hospital,Secondary,Private,7.0414876,6.205027,"26 Nwafia Street, Umueze, Amawbia By Amawbia Expressway",,24hrs,,View
Anambra,Awka South,Amawbia I,51830598,04/06/1/1/2/0033,Sylvann Medical Clinic Amawbia,Secondary,Private,7.04529,6.20467,"91 Enugwu Agidi Road, Umueze Village, Amawbia, Off Jamb Office",,24hrs,,View
Anambra,Awka South,Amawbia I,67867306,04/08/1/1/1/0031,Umueze Amawbia Health Post,Primary,Public,7.05644967,6.19486848,Besides Former NYSC Secteriat Amawbia,,8am-4pm,,View
Anambra,Awka South,Amawbia II,64361405,04/06/1/1/1/0039,Eziokpalaigwe Amawbia Health Post,Primary,Public,7.050643,6.2005883,"Amawbia Town Hall By St. Peter's Anglican Church, Amawbia",,8am-6pm,,View
Anambra,Awka South,Amawbia II,64114736,04/06/1/1/2/0022,Nworah Hiltop Hospital,Secondary,Private,7.04572,6.19761,"165 Ziks Avenue, Ugwu Tank, Amawbia",,24hrs,,View
Anambra,Awka South,Amawbia II,27850625,04/06/1/1/2/0047,Our Lord's Hospital and Maternity Amawbia,Secondary,Private,7.05301,6.19925,"No 1 Enugwu Agidi Road, Amawbia By Pass",,24hrs,,View
Anambra,Awka South,Amawbia III,62912587,04/06/1/1/1/0003,Amawbia Maternal And Child Health Clinic,Primary,Public,7.05778,6.19308,Besides Red Cross Amawbia,,24hrs,,View
Anambra,Awka South,Amawbia III,66142456,04/06/1/1/1/0004,Amawbia Prison Clinic,Primary,Public,7.05081,6.20023,,,24hrs,,View
Anambra,Awka South,Amawbia III,20970440,04/06/1/1/2/0025,Prime Specislist Hospital Children,Secondary,Private,7.056091,6.208011,"No 2 Prime Specialist Hospital Avenue, New Friends Estate, Amavo Ngene, Amawbia",,24hrs,,View
Anambra,Awka South,Amawbia III,55347822,04/06/1/2/2/0070,Spotlight Hospital and Maternity,Secondary,Private,7.055455,6.216768,Near express Udoka housing,,,,View
Anambra,Awka South,Amawbia III,43584746,04/06/1/2/2/0005,St Helen Specialist Hospital Maternity,Secondary,Private,7.030385,6.185109,"No 1 onyeisi Stree, Agbovu, Amawbia",,24hrs,,View
Anambra,Awka South,Amawbia III,84723629,04/06/1/1/2/0045,Vessel Of Mercy Hospital and Maternity  Amawbia,Secondary,Private,7.05787,6.20156,no 4 Morgbo Street Ngene Village Amawbia,,24hrs,,View
Anambra,Awka South,Awka I,79829652,04/06/1/1/1/0013,Nkwelle Awka Health Post,Primary,Public,7.08593,6.21367,Between St. Peter Catholic And St. Mary Anglican Church,,08.00am-04.,,View
Anambra,Awka South,Awka II,38252988,04/06/1/2/2/0044,Apex Orthopedic and Muiti Speciality Medical Complex Awka,Secondary,Private,7.080305,6.23415,"Apex Drive Way, Umeoji Street Along Secta Road, Aroma, Awka",,24hrs,,View
Anambra,Awka South,Awka II,24029361,04/06/1/1/2/0002,Beacon Hospital/Maternity,Secondary,Private,7.0708528,6.2206791,"No 10 Beacon Hospital Street, Beside Noble, Along Onitsha, Enugu Expressway, Awka",,24hrs,,View
Anambra,Awka South,Awka II,70616346,04/06/1/1/2/0003,Bethany Medical Clinic Awka,Primary,Private,7.0785729,6.221226,287 Nnamdi Azikiwe Avenue Awka,,24hrs,,View
Anambra,Awka South,Awka II,80281960,04/06/1/1/2/0004,Chidubem Hospital and Maternity,Secondary,Private,7.088073731,6.11730957,"Bisi Anigbogu Street Off Amenyi Market , Amaenyi, Awka",,24hrs,,View
Anambra,Awka South,Awka II,74583907,04/06/1/1/1/0039,ChukwuemekaOdumegwu Ojukwu University Teaching Hosp. Amaku,Tertiary,Public,7.0794316,6.22348,Besides Central Medical Store Awka Near Aroma Junction,,24hrs,,View
Anambra,Awka South,Awka II,74346719,04/06/1/1/2/0010,Climax Specialist Hospital,Secondary,Private,7.08816,6.23493,Ifite road Awka,,24hrs,,View
Anambra,Awka South,Awka II,12970142,04/17/1/1/2/0032,Izunna Hospital,Secondary,Private,7.144897461,6.252685547,"Izunna Street, Off Ifite Road, Ifite Awka",,24hrs,,View
Anambra,Awka South,Awka II,34068055,04/06/1/1/2/0021,Miracle Hospital and Maternity Home,Secondary,Private,7.0898091,6.2243553,"Off Amaenyi Market, Amaenyi, Awka",,24hrs,,View
Anambra,Awka South,Awka II,33997196,04/06/1/2/2/0003,Okoye Specialist Hospital,Secondary,Private,7.068771,6.220504,No 25 Emma Nnaemeka Str Awka,,24hrs,,View
Anambra,Awka South,Awka II,69721499,04/06/1/2/2/0004,Regina Ceali Hospital,Secondary,Private,7.07401,6.22338,Near King David Hotel Awka,,24hrs,,View
Anambra,Awka South,Awka II,84313921,04/06/1/2/2/0074,St Theresa Hospital,Secondary,Private,7.0882015,6.238055,"2 umudioka Drive, opp Meloch Hotel Enu Ifite Awka",,,,View
Anambra,Awka South,Awka II,83567704,04/06/1/1/1/0026,Umuzocha Health Post,Primary,Public,7.077755,6.2184533,Opposite St. Patrick Cathedral Awka,,08.00am-06.,,View
Anambra,Awka South,Awka III,23603887,04/06/1/2/2/0042,DayStar Specialist Hospital and Maternity(Multi-Specialist),Secondary,Private,7.07169,6.21516,No 17A Ezeudu Street Umudioka Awka,,24hrs,,View
Anambra,Awka South,Awka III,74449660,04/06/1/2/2/0002,Ifebi Medical Centre,Secondary,Private,7.069873,6.213159,"16a Igwebuike School Road, Awka, Anambra State",,24hrs,,View
Anambra,Awka South,Awka III,75903831,04/05/1/1/2/0008,Ikechukwu Maternity Awka,Primary,Private,7.13597,6.25822,"5 Ikechukwu Maternity Avenue, Off lkoro House, Umudioka Village, Awka",,24hrs,,View
Anambra,Awka South,Awka III,78975565,04/06/1/2/2/0043,Joevic Specialist and Maternity Hospital Awka,Secondary,Private,7.07553,6.21352,Old Nanet Ichide Street Umudioka,,24hrs,,View
Anambra,Awka South,Awka III,85770816,04/06/1/1/1/0023,Umudioka Primary Health Centre,Primary,Public,7.072211,6.214933,Akogheli square Ichide Str Awka,,24hrs,,View
Anambra,Awka South,Awka IV,61182316,04/06/1/1/2/0009,Christ The King Hospital,Secondary,Private,7.065294,6.218038,"No 30 Onwurah Street, Awka",,24hrs,,View
Anambra,Awka South,Awka IV,58679092,04/06/1/1/2/0001,Harmony Hospital,Secondary,Private,7.071814,6.212871,"5 Orogbu Street, Behind Niport Hq, Umuogbunu, Awka",,24hrs,,View
Anambra,Awka South,Awka IV,82606592,04/06/1/1/2/0017,His Glory Hospital And Maternity,Secondary,Private,7.06718,6.2192,"96 Arthur Eze Avenue, Awka",,24hrs,,View
Anambra,Awka South,Awka IV,84767870,04/06/1/2/2/0078,Hope Alive Mission Hospital,Secondary,Private,7.072083,6.218668,"6 Pacesetters Lane, beside Assemblies of God Amikwo Awka",,,,View
Anambra,Awka South,Awka IV,52061723,04/06/1/1/1/0039,Rock Foundation Hospital,Secondary,Private,7.063408,6.218013,34 Onwurah Street Awka,P.O Box 1949 Awka,24hrs,,View
Anambra,Awka South,Awka IV,40832974,04/05/1/1/1/0036,Umuogbunu Health Post,Primary,Public,7.071516,6.209623,Umuogbunu Awka hall Opposite EEDC Awka Zik Avenue.,,08.00am-06.,,View
Anambra,Awka South,Awka V,82756661,04/06/1/1/1/0002,Agulu Health Post,Primary,Public,7.07333,6.19854,"Umuike Village Square, (Obodoezi)",,08.00am-06.,,View
Anambra,Awka South,Awka V,72366890,04/06/1/1/2/0023,Obioma Hospital / Maternity,Secondary,Private,7.082642,6.221473,"No 7umuogbu Village, Awka",,24hrs,,View
Anambra,Awka South,Awka V,17562960,04/06/1/2/2/0040,R.N Afunugo Memorial Hospital Awka,Secondary,Private,7.06944,6.20506,4B St Faith Road Awka,,24hrs,,View
Anambra,Awka South,Awka VI,76182134,04/07/1/1/1/0001,Amikwo Heath Post,Primary,Public,6.970703125,6.502075195,"Near Trinity Hospital, Awka",,08.00am-06.,,View
Anambra,Awka South,Awka VI,79170112,04/06/1/2/2/0056,Awka Medical Center,Secondary,Private,7.05767,6.21545,"Road 4, House 3, Udoka Housing Estate, Awka.",,24hrs,,View
Anambra,Awka South,Awka VI,23093496,04/06/1/1/2/0011,Crest Hospital Awka,Secondary,Private,7.06142,6.21443,"20 Enweana Street, Off Chief O. O. Igweze Avenue, Behind Cai, Awka, Anambra State",,24hrs,,View
Anambra,Awka South,Awka VI,27634370,04/06/1/1/2/0012,Divine Hospital And Maternity,Secondary,Private,7.060882,6.203143,"10 Ken Okoli Street, Off Works Road, Amikwo, Awka.",,24hrs,,View
Anambra,Awka South,Awka VI,51474375,04/06/1/2/2/0052,Everest Hospital and Maternity Awka,Secondary,Private,7.0664,6.20916,"29 Court Road,Opposite CPS Awka",,24hrs,,View
Anambra,Awka South,Awka VI,77994234,04/06/1/2/2/0061,First Hospital and Maternity Awka,Secondary,Private,7.03666,6.19441,Umokpu Villa Road,,24hrs,,View
Anambra,Awka South,Awka VI,17579461,04/06/1/2/2/0054,Pearls Specialist Hospital Awka,Secondary,Private,7.05596,6.21411,"Road 9, House 1 Udoka Housing Estate Awka",,24hrs,,View
Anambra,Awka South,Awka VI,37504319,04/06/1/2/1/0004,Police Comprehensive Hospital Awka,Secondary,Public,7.0648919,6.2119069,"Inside Cps, Along Court Road, Awka",,24hrs,,View
Anambra,Awka South,Awka VI,47878281,04/06/1/2/2/0046,Radiant  Health Specialist Hospital Awka,Secondary,Private,7.06363,6.20411,Plpt 3 Obiora Lane Beside Min of Works Awka,,24hrs,,View
Anambra,Awka South,Awka VI,37313223,04/06/1/2/2/0055,Rapha Specialist Hospital Awka,Secondary,Private,7.06407,6.21126,No 7 Christ Close(opp CPS),,24hrs,,View
Anambra,Awka South,Awka VI,71138843,04/06/1/3/2/0071,Restoration Specialist Hospital,Secondary,Private,7.112007,6.23555,AfterImmigration Awka,,,,View
Anambra,Awka South,Awka VI,40726907,04/06/1/1/2/0031,Sefton Specialist Hospital,Secondary,Private,7.065934,6.210662,Near Eke Awka Market,,24hrs,,View
Anambra,Awka South,Awka VI,24718513,04/06/1/2/2/0041,Shekinah Hospital and Maternity,Secondary,Private,7.06547,6.20624,No 1 Isiagu Amikwo Road Awka,,24hrs,,View
Anambra,Awka South,Awka VI,18019242,04/06/1/2/2/0072,Think Home Hospital,Secondary,Private,7.101223,6.231132,"Along express road, behind olivia Montage Hotel",,,,View
Anambra,Awka South,Awka VI,63796591,04/06/1/2/2/0006,Trinity Hospital and Maternity Awka,Secondary,Private,7.067555,6.205059,50b Amikwo Road,,24hrs,,View
Anambra,Awka South,Awka VII,31547522,04/06/1/2/2/0059,Life International Hospital Awka,Secondary,Private,7.105725,6.288108,Near Finnotel Hotel Awka,,24hrs,,View
Anambra,Awka South,Awka VII,54179734,04/06/1/1/1/0018,Primary Health Centre Umuokpu,Primary,Public,7.03269,6.19449,near Umuokpu Market by old onitsha road,,,,View
Anambra,Awka South,Awka VII,15176350,04/06/1/2/2/0079,St Augustine and Vivian Mission Hospital and mat,Secondary,Private,7.084362,6.243674,"Ifite Awka, after high tension",,,,View
Anambra,Awka South,Awka VIII,19950323,04/06/1/2/2/0073,Madonna Hospital,Secondary,Private,7.072083,6.218668,Emma Nnaemeka by Unizik temp site junction,,,,View
Anambra,Awka South,Awka VIII,80927297,04/06/1/1/1/0065,Mopol Base Health Post,Primary,Public,7.11895,6.23716,Agu Awka,,8am-4pm,,View
Anambra,Awka South,Isiagu Ezinator,34650234,04/06/1/1/1/0006,Ezinator Health Post,Primary,Public,7.1390401,6.2135742,"Ezinator Health Post Ndikpa Village, Ezinator",,08.00am-06.,,View
Anambra,Awka South,Isiagu Ezinator,41575928,04/06/1/1/1/0007,Isiagu  Primary Health Centre,Primary,Public,7.12326,6.18061,After Amata round about,,24hrs,,View
Anambra,Awka South,Mbaukwu,43962161,04/06/1/1/1/0001,Akabor Health Post,Primary,Public,7.07096,6.12978,"Akabor Hall, Mbaukwu, Near Igwe Palace",,08.00am-06.,,View
Anambra,Awka South,Mbaukwu,65075180,04/06/1/2/2/0060,Ifeanyichukwu Hospital and Maternity,Secondary,Private,7.08061,6.1362,"Afor, Market Mbaukwu",,24hrs,,View
Anambra,Awka South,Mbaukwu,25638135,04/06/1/2/1/0003,Mbaukwu General Hospital,Secondary,Public,7.07578,6.13338,Besides Namkpu Health Post,,24hrs,,View
Anambra,Awka South,Mbaukwu,20063737,04/06/1/1/1/0009,Namkpu Health Post,Primary,Public,7.07562,6.13852,Besides Mbaukwu General Hospital,,8am-4pm,,View
Anambra,Awka South,Mbaukwu,49718082,04/06/1/1/1/0015,Ovollo Mbaukwu Health Post,Primary,Public,7.04064,6.14837,"Along FGC Nise, Mbaukwu Road",,08.00am-06.,,View
Anambra,Awka South,Nibo I,28588891,04/06/1/1/1/0005,Ezeoye Health Post,Primary,Public,7.06942,6.16701,"Besides Ezinwankwo Primary School, Nibo,",,8.00am-4.00,,View
Anambra,Awka South,Nibo I,28866897,04/06/1/1/1/0039,Ezioye/Ezeawulu Primary Health Centre,Primary,Public,7.06389,6.17135,"Umuka Ezeawulu, Nibo",,24hrs,,View
Anambra,Awka South,Nibo I,14217995,04/06/1/1/1/0039,God is Able Maternity,Primary,Private,7.06674,6.16748,Umuonoli Ezeoye Nibo.Mbaukwu Road,,24hrs,,View
Anambra,Awka South,Nibo II,46494288,04/06/1/1/1/0012,Nibo Primary Health Center,Primary,Public,7.06315,6.18083,"After oye nwochichi junction, Nibo",,24hrs,,View
Anambra,Awka South,Nibo III,82728774,04/06/1/1/1/0011,Nibo Basic Health Centre,Primary,Public,7.07959,6.18368,"Near Obinwanne Primary School, Ifite, Nibo",,,,View
Anambra,Awka South,Nise I,37524844,04/06/1/1/1/0039,Isiakpu Health Post,Primary,Public,7.057407,6.156621,"Near St. Peter And Paul Anglican Church, Isiakpu, Nise",,8am-4pm,,View
Anambra,Awka South,Nise I,15377706,04/06/1/1/1/0039,Obeagu Arah Health Post,Primary,Public,7.06024,6.15121,"Along FGC  Nise, Mbaukwu Road",,8am-4pm,,View
Anambra,Awka South,Nise II,71853820,04/06/1/1/1/0010,Ngodo Nise  Health Post,Primary,Public,7.04548,6.16607,"Umuono Hall ngodo, Nise Near Ngene, Awka",,8am-4pm,,View
Anambra,Awka South,Nise II,81825265,04/06/1/1/1/0008,Nise Primary Health Centre,Primary,Public,7.053213,6.15777,"Near St. John's Anglican Church, Nise Ekeafor Road",,24hrs,,View
Anambra,Awka South,Okpuno I,18195960,04/06/1/2/2/0063,Cedars Specialist Hospital,Secondary,Private,7.07598,6.23489,InecRoad Awka  By Nodu Okpuno,,24hrs,,View
Anambra,Awka South,Okpuno I,72030822,04/06/1/2/2/0064,Eldorado Multispecialist Hospital,Secondary,Private,7.07338,6.23083,Behind Central Bank Of Nigeria Awka,,24hrs,,View
Anambra,Awka South,Okpuno I,39678195,04/06/1/2/2/0053,Graceland Hospital,Secondary,Private,7.06618,6.22901,Nodu Okpuno,,24hrs,,View
Anambra,Awka South,Okpuno I,59756993,04/06/1/2/2/0051,Infant Jesus Hospital,Secondary,Private,7.06057,6.23524,Umuodu Village Okpuno,,24hrs,,View
Anambra,Awka South,Okpuno I,48118582,04/06/1/2/2/0069,Meshach Memorial Hospital and Maternity,Secondary,Private,7.06855093,6.23055493,No 1 Basil Ezike Street Nodu Market Okpuno,,24hrs,,View
Anambra,Awka South,Okpuno I,24840464,04/06/1/2/2/0050,New Convenant Children Hospital Okpuno,Secondary,Private,7.06674,6.23212,St Mary's Anglican Church Nodu Okpuno,,24hrs,,View
Anambra,Awka South,Okpuno I,78984684,04/06/1/1/1/0014,Okpuno Primary Health Centre,Primary,Public,7.05775833,6.241395,Okpuno road near Goodwill Junction,,08.00am-06.,,View
Anambra,Awka South,Okpuno I,58393601,04/06/1/2/2/0049,Reedemed Chritian Church Of God Hospital,Secondary,Private,7.06805,6.22853,Ossy Gambia Street Okpuno,,24hrs,,View
Anambra,Awka South,Okpuno I,68718929,04/06/1/1/1/0039,St Faith Hospital and Maternity,Secondary,Private,7.06514,6.22306,"Along St Joseph The Worker Road, Unizik Temporary  Site Awka",,24hrs,,View
Anambra,Awka South,Umuawulu,70009915,04/06/1/1/1/0016,Umuawulu Primary Health Center,Primary,Public,7.03396,6.13191,Near Microfinance Umuawulu,,24hrs,,View
Anambra,Awka South,Unknown,44709103,04/06/1/1/2/0016,Felly Clinic Amawbia,Primary,Private,7.057559,6.199633,"Ngene Village, Amawbia By Transformer",,24hrs,,View
Anambra,Awka South,Unknown,60373970,04/06/1/1/2/0026,Ressurection Hospital and Maternity,Primary,Private,7.05267334,6.255126953,,,,,View
Anambra,Awka South,Unknown,62682312,04/06/1/1/2/0028,Runia Specialist Hospital,Primary,Private,7.07734038,6.21637709,,,,,View
Anambra,Awka South,Unknown,58525251,04/06/1/1/2/0029,"Salina Maternity Home, Nibo",Primary,Private,,,,,,,View
Anambra,Awka South,Unknown,12999664,04/06/1/1/1/0024,Umueze Amawbia Health Post,Primary,Public,,,,,,,View
Anambra,Ayamelum,Anaku,63125623,04/07/1/1/1/0003,Anaku Model Primary Health Centre,Primary,Public,6.930725097,6.468505859,Near Anaku Police Station,,24 hrs,,View
Anambra,Ayamelum,Anaku,69538414,04/07/1/1/1/0004,Anaku Primary Health Centre,Primary,Public,6.93064,6.46849,Amah Oborobo Anaku,,24hrs,,View
Anambra,Ayamelum,Anaku,17439890,04/07/1/1/1/0028,Umuria  Primary Health Centre,Primary,Public,6.92825,6.46108,Umuria Village square,,24 hrs,,View
Anambra,Ayamelum,Ifite Ogwari ward 1,75573264,04/07/1/1/1/0010,Ifite Primary Health Centre,Primary,Public,6.93854,6.60933,24hrs,,24hrs,,View
Anambra,Ayamelum,Ifite Ogwari ward 1,46177270,04/07/1/2/2/0031,St Joseph Catholic Hospital/Maternity Ifite,Secondary,Private,6.94167,6.66075,Otu Egede,,24 hrs,,View
Anambra,Ayamelum,Ifite Ogwari ward 2,57262872,04/07/1/1/1/0017,Amaisudala Primary Health Centre,Primary,Public,6.95842,6.60643,Near Ogidiga Primary School,433101,24 hrs,,View
Anambra,Ayamelum,Ifite Ogwari ward 2,28751444,04/07/1/1/1/0032,Isi-udala Health post,Primary,Public,6.95505,6.60284,Near Hon Uche Okafor House at ifite-Ogwari Ayamelum LGA,,,,View
Anambra,Ayamelum,Ifite Ogwari ward 2,76528673,04/07/1/1/1/0019,Umuawah Health Post,Primary,Public,6.95151,6.60674,Near Rice Mill,433101,8hrs daily,,View
Anambra,Ayamelum,Igbakwu ward,75528059,04/07/1/1/1/0007,Igbakwu Primary Health Centre,Primary,Public,6.94100088,6.54545109,Near Eke Igbakwu,,24hrs,,View
Anambra,Ayamelum,Omasi,41137706,04/07/1/1/1/0023,Omasiagu Primary Health Centre,Primary,Public,6.98466,6.70061,Near Secondary School,,24hrs,,View
Anambra,Ayamelum,Omasi,48004550,04/07/1/1/1/0012,Omasiuno Primary Health Centre,Primary,Public,7.03812,6.62816,Near Omasiuno Town Hall,433101,24hrs,,View
Anambra,Ayamelum,Omor ward 1,72389532,04/07/1/1/1/0002,Amikwe Primary Health Centre,Primary,Public,6.97032,6.5054,Opposite Igwe Omor Palace,,24hrs,,View
Anambra,Ayamelum,Omor ward 1,41454535,04/07/1/1/1/0015,Orenja Health Post,Primary,Public,6.963977070,6.50403,Orenja Junction Umerum Road,433101,8hrs,,View
Anambra,Ayamelum,Omor ward 2,22908739,04/07/1/1/1/0013,Akanator Primary Health  Center,Primary,Public,6.943466876,6.508730514,Near Akanator Hero Hall,,24 hrs,,View
Anambra,Ayamelum,Omor ward 2,29944311,04/07/1/1/1/0023,Chidiebere Maternity,Primary,Private,6.96077,6.51979,Akanator Omor,,24hrs,,View
Anambra,Ayamelum,Omor ward 2,76964481,04/04/1/1/2/0023,Ogechukwu Maternity,Primary,Private,6.96099,6.52003,Umali Akanator Omor,433101,24hrs,,View
Anambra,Ayamelum,Omor ward 2,48419374,04/07/1/2/2/0026,St Vincent Hospital And Maternity Omor,Secondary,Private,6.96194,6.51799,Near Omor Junction,,,,View
Anambra,Ayamelum,Omor ward 2,50493682,04/07/1/1/2/0005,Zodiac Medical Center Omor,Primary,Private,6.95864,6.52341,AmordiiPaul House,,24 hrs,,View
Anambra,Ayamelum,Omor ward 3,69191552,04/07/1/1/1/0023,Faith Maternity,Primary,Private,6.96396,6.51212,Ogwugwu Ukwa Aturia,,24 hrs,,View
Anambra,Ayamelum,Omor ward 3,59710626,04/07/1/1/2/0004,Omor PrimaryHealth Centre,Primary,Public,6.9438,6.50879,Beside Omor Post Office,,24 hrs,,View
Anambra,Ayamelum,Omor ward 3,73752806,04/07/1/1/1/0023,Raphbless Maternity,Primary,Private,6.95652,6.50745,Near Amaturia primary school,,24hrs,,View
Anambra,Ayamelum,Umueje ward,27035205,04/07/1/1/1/0008,Umueje Primary Health  Centre,Primary,Public,6.95516,6.69236,Near Umueje Primary School,n,24 hrs,,View
Anambra,Ayamelum,Umuerum ward,86517131,04/07/1/1/1/0027,Ukpambaka Primary Health Centre,Primary,Public,7.01274,6.46195,Ukpambaka Village,,24 hrs,,View
Anambra,Ayamelum,Umuerum ward,57483366,04/07/1/1/1/0023,Umerum Model Primary Health Centre,Primary,Public,7.00824,6.47256,Umerum Entrance,,24hrs,,View
Anambra,Ayamelum,Umuerum ward,23186007,04/07/1/1/1/0021,Umerum Primary Health Centre,Primary,Public,6.99947,6.45813,Otu Umerum,,24 hrs,,View
Anambra,Ayamelum,Umumbo ward,72213764,04/07/1/1/1/0005,Ezi Umumbo Primary Health Centre,Primary,Public,7.008911133,6.526916503,,,,,View
Anambra,Ayamelum,Umumbo ward,61111570,04/07/1/1/1/0024,Obunezi Primary Health Centre,Primary,Public,7.00851,6.53271,Behind Afor Ofuu,,,,View
Anambra,Ayamelum,Umumbo ward,24029386,04/07/1/1/1/0023,Umudim Primary Health Centre,Primary,Public,7.00292,6.52649,Near Afor Umumbo,,24hrs,,View
Anambra,Ayamelum,Unknown,35914559,04/07/1/1/1/0006,Federal Health Centre Anaku,Primary,Public,6.930651069,6.468490362,,,,,View
Anambra,Dunukofia,Ifitedunu 1,81886821,04/08/1/1/1/0020,Akwa Primary Health Centre,Primary,Public,6.95102,6.19925,Akwa town hall,,24 hours,,View
Anambra,Dunukofia,Ifitedunu 1,19800748,04/08/1/1/2/0005,Ebere Chukwu Maternity Home,Primary,Private,6.95422,6.18963,Obieze Ifitedunu,,,,View
Anambra,Dunukofia,Ifitedunu 1,45952859,04/08/1/2/2/0033,Edozie Hospital and Maternity,Secondary,Private,6.949688,6.190681,Awkuzu Rd after Oye agu Abagana,,24hrs,,View
Anambra,Dunukofia,Ifitedunu 1,54377458,04/08/1/1/1/0032,Obieze Health Post,Primary,Public,6.92213,6.19070,Obieze square,,08:00 AM -,,View
Anambra,Dunukofia,Ifitedunu 3,15024880,04/08/1/1/1/0028,Ukpomili Health Center,Primary,Public,6.94386,6.18685,Ukpomili town hall,,24hrs,,View
Anambra,Dunukofia,Ifitedunu 2,75042039,04/08/1/2/2/0039,Ideal Hospital and Maternity,Secondary,Private,6.94686,6.19732,Igbuala Village along Awkuzu-Ifitedum Road,,24,,View
Anambra,Dunukofia,Ifitedunu 2,13091037,04/08/1/2/1/0001,Ifitedun General Hospital,Secondary,Public,6.947549,6.201035,Awkuzu Rd after St Mary Catholic church,,24hrs,,View
Anambra,Dunukofia,Ifitedunu 2,59934918,04/08/1/1/1/0007,Igbuala Health Post,Primary,Public,6.95132,6.19838,Ifitedunu ward 2,,08:00 am - ,,View
Anambra,Dunukofia,Ifitedunu 2,43855376,04/08/1/1/1/0025,Umuanugo Primary Health Centre,Primary,Public,6.95135,6.19836,Umuanugwo,,24hrs,,View
Anambra,Dunukofia,Nawgu 1,62244553,04/08/1/1/1/0015,Nawgu Primary Health Centre,Primary,Public,6.99778,6.25363,Before Eddy Nawgu ministry,,24hrs,,View
Anambra,Dunukofia,Nawgu 2,31658782,04/08/1/2/1/0037,Nawgu General Hospital,Secondary,Public,6.993097,6.249757,Akwaeso village Ukwulu Rd,,24hrs,,View
Anambra,Dunukofia,Nawgu 2,56222375,04/08/1/1/1/0014,Nawgu Health Post,Primary,Public,6.995798,6.246511,Nawgu post office,,08;00 AM - ,,View
Anambra,Dunukofia,Ukpo  1,58096972,04/08/1/1/1/0008,Iruagu Health Post,Primary,Public,6.967304,6.192262,Before Ukpo junction,,8 AM - 4 PM,,View
Anambra,Dunukofia,Ukpo  1,26138848,04/08/1/1/1/0009,Iruazom Health Post,Primary,Public,6.96491,6.19181,Before Arthur Eze Palace,,8 AM - 4 PM,,View
Anambra,Dunukofia,Ukpo  1,75771182,04/08/1/1/1/0011,Iruzu Ukpo Primary Health Centre,Primary,Public,6.696921,6.19037,After igwe's palace,,24hrs,,View
Anambra,Dunukofia,Ukpo  1,74977328,04/14/1/3/1/0003,Nnamdi Azikiwe University Teaching Hospital,Secondary,Public,6.970835,6.197600,Ukpo round about,,24hrs,,View
Anambra,Dunukofia,Ukpo  2,58393233,04/08/1/1/1/0004,Akezi Health Post,Primary,Public,6.96327,6.19129,,,8 AM - 4 Pm,,View
Anambra,Dunukofia,Ukpo  2,38334917,04/08/1/1/1/0012,Isiekwulu Primary Health Centre,Primary,Public,6.97321,6.19126,former police station Ukpo,,24hrs,,View
Anambra,Dunukofia,Ukpo  3,17577728,04/08/1/1/1/0002,Akpu 1 Health Post,Primary,Public,6.97412,6.20471,Obodo Akpu Village,,8am - 6pm,,View
Anambra,Dunukofia,Ukpo  3,29590617,04/08/1/1/1/0003,Akpu 2 Health Post,Primary,Public,6.999412,6.214789,,,8am - 5pm,,View
Anambra,Dunukofia,Ukpo  3,72109530,04/08/1/1/1/0034,LGA Health Clinic,Primary,Public,6.99008,6.21134,LGA Ukpo,,08:00 AM -,,View
Anambra,Dunukofia,Ukwulu ward 1,55395967,04/08/1/1/1/0032,Adagbe Health Post,Primary,Public,6.978417,6.255607,Ukulu ward 1,,8am - 5pm,,View
Anambra,Dunukofia,Ukwulu ward 1,51455855,04/08/1/1/1/0030,Ukwulu Primary Health Centre,Primary,Public,6.97702,6.25857,"Old Ukwulu Maternity, CLOSE VIC FRANK FUEL STATION",,24hrs,,View
Anambra,Dunukofia,Ukwulu ward 2,87090540,04/08/1/2/2/0038,Model Hospita Ukwulu,Secondary,Private,6.983916,6.253095,,,,,View
